2025-10-17 15:19:39-debug: start **** info
2025-10-17 15:19:40-log: Cannot access game frame or container.
2025-10-17 15:19:40-debug: asset-db:require-engine-code (1808ms)
2025-10-17 15:19:40-log: meshopt wasm decoder initialized
2025-10-17 15:19:41-log: [bullet]:bullet wasm lib loaded.
2025-10-17 15:19:41-log: [box2d]:box2d wasm lib loaded.
2025-10-17 15:19:41-log: Cocos Creator v3.8.6
2025-10-17 15:19:41-log: Forward render pipeline initialized.
2025-10-17 15:19:41-log: Using legacy pipeline
2025-10-17 15:19:41-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:29.15MB, end 122.62MB, increase: 93.47MB
2025-10-17 15:19:45-debug: [Assets Memory track]: asset-db-plugin-register: builder start:82.66MB, end 224.27MB, increase: 141.61MB
2025-10-17 15:19:45-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:224.50MB, end 227.58MB, increase: 3.08MB
2025-10-17 15:19:45-debug: [Assets Memory track]: asset-db-plugin-register: project start:123.33MB, end 227.77MB, increase: 104.44MB
2025-10-17 15:19:45-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:122.64MB, end 227.81MB, increase: 105.16MB
2025-10-17 15:19:45-debug: asset-db:worker-init: initPlugin (4120ms)
2025-10-17 15:19:45-debug: [Assets Memory track]: asset-db:worker-init start:29.14MB, end 227.92MB, increase: 198.78MB
2025-10-17 15:19:45-debug: Run asset db hook engine-extends:beforePreStart ...
2025-10-17 15:19:45-debug: Run asset db hook programming:beforePreStart ...
2025-10-17 15:19:45-debug: Run asset db hook programming:beforePreStart success!
2025-10-17 15:19:45-debug: %cImport%c: E:\cocos\cocoversion\Creator\3.8.6\resources\resources\3d\engine\editor\assets\chunksbackground: #aaff85; color: #000;color: #000;
2025-10-17 15:19:45-debug: %cImport%c: E:\cocos\cocoversion\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default_cubemapbackground: #aaff85; color: #000;color: #000;
2025-10-17 15:19:45-debug: %cImport%c: E:\cocos\cocoversion\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default_file_contentbackground: #aaff85; color: #000;color: #000;
2025-10-17 15:19:45-debug: %cImport%c: E:\cocos\cocoversion\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default-terrainbackground: #aaff85; color: #000;color: #000;
2025-10-17 15:19:45-debug: %cImport%c: E:\cocos\cocoversion\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default_fontsbackground: #aaff85; color: #000;color: #000;
2025-10-17 15:19:45-debug: Run asset db hook engine-extends:beforePreStart success!
2025-10-17 15:19:45-debug: %cImport%c: E:\cocos\cocoversion\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default_prefabbackground: #aaff85; color: #000;color: #000;
2025-10-17 15:19:45-debug: %cImport%c: E:\cocos\cocoversion\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default_materialsbackground: #aaff85; color: #000;color: #000;
2025-10-17 15:19:45-debug: %cImport%c: E:\cocos\cocoversion\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default_uibackground: #aaff85; color: #000;color: #000;
2025-10-17 15:19:45-debug: %cImport%c: E:\cocos\cocoversion\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default_renderpipelinebackground: #aaff85; color: #000;color: #000;
2025-10-17 15:19:45-debug: %cImport%c: E:\cocos\cocoversion\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default_skyboxbackground: #aaff85; color: #000;color: #000;
2025-10-17 15:19:45-debug: %cImport%c: E:\cocos\cocoversion\Creator\3.8.6\resources\resources\3d\engine\editor\assets\effectsbackground: #aaff85; color: #000;color: #000;
2025-10-17 15:19:45-debug: %cImport%c: E:\cocos\cocoversion\Creator\3.8.6\resources\resources\3d\engine\editor\assets\dependenciesbackground: #aaff85; color: #000;color: #000;
2025-10-17 15:19:45-debug: %cImport%c: E:\cocos\cocoversion\Creator\3.8.6\resources\resources\3d\engine\editor\assets\toolsbackground: #aaff85; color: #000;color: #000;
